date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:50:27	14844/14844	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2006:57:18%20GMT	https://www.luckywinnerspower.com/google.jpg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/google.jpg	(from https://www.luckywinnerspower.com/)
03:50:28	75109/75109	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Jul%202024%2013:42:51%20GMT	https://www.luckywinnerspower.com/uploads/logo_1721914971.jpg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/uploads/logo_1721914971.jpg	(from https://www.luckywinnerspower.com/)
03:50:31	35066/35066	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:50:27%20GMT	https://www.luckywinnerspower.com/signup	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/signup.html	(from https://www.luckywinnerspower.com/)
03:50:31	15184/15184	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/app_store.jpg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/app_store.jpg	(from https://www.luckywinnerspower.com/)
03:50:32	34740/34740	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:50:29%20GMT	https://www.luckywinnerspower.com/do-not-have-bitcoin	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/do-not-have-bitcoin.html	(from https://www.luckywinnerspower.com/)
03:50:32	33734/33734	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:50:29%20GMT	https://www.luckywinnerspower.com/contact	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/contact.html	(from https://www.luckywinnerspower.com/)
03:50:34	33321/33321	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:50:30%20GMT	https://www.luckywinnerspower.com/promotions	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/promotions.html	(from https://www.luckywinnerspower.com/)
03:50:34	44050/44050	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:50:30%20GMT	https://www.luckywinnerspower.com/link2play	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/link2play.html	(from https://www.luckywinnerspower.com/)
03:50:36	42230/42230	U--M-Z	200	updated ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:50:32%20GMT	https://www.luckywinnerspower.com/cashapp	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/cashapp.html	(from https://www.luckywinnerspower.com/)
03:51:18	5207498/5207498	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2007:19:30%20GMT	https://www.luckywinnerspower.com/public/images/banner.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/banner.png	(from https://www.luckywinnerspower.com/)
03:51:47	12968202/12968202	---M--	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/play_juwa.ipa	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/play_juwa.html	(from https://www.luckywinnerspower.com/)
03:51:51	137205/137205	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jul%202024%2017:30:17%20GMT	https://www.luckywinnerspower.com/images/popups/1722015017_1000025424.jpg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/images/popups/1722015017_1000025424.jpg	(from https://www.luckywinnerspower.com/)
03:51:53	109913/109913	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jul%202024%2017:30:39%20GMT	https://www.luckywinnerspower.com/images/popups/1722015039_1000025426.jpg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/images/popups/1722015039_1000025426.jpg	(from https://www.luckywinnerspower.com/)
03:51:57	135950/135950	---M--	200	added ('OK')	image/jpeg	date:Fri,%2026%20Jul%202024%2017:30:53%20GMT	https://www.luckywinnerspower.com/images/popups/1722015053_1000025410.jpg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/images/popups/1722015053_1000025410.jpg	(from https://www.luckywinnerspower.com/)
03:52:00	5311128/5311128	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2008:12:36%20GMT	https://www.luckywinnerspower.com/public/images/banner-3.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/banner-3.png	(from https://www.luckywinnerspower.com/)
03:52:00	186061/186061	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2007:41:18%20GMT	https://www.luckywinnerspower.com/public/images/golden-dragon.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/golden-dragon.png	(from https://www.luckywinnerspower.com/)
03:52:03	182279/182279	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2007:41:20%20GMT	https://www.luckywinnerspower.com/public/images/fire-kirin.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/fire-kirin.png	(from https://www.luckywinnerspower.com/)
03:52:04	165194/165194	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2007:41:23%20GMT	https://www.luckywinnerspower.com/public/images/river-sweeps.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/river-sweeps.png	(from https://www.luckywinnerspower.com/)
03:52:04	130073/130073	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2007:41:26%20GMT	https://www.luckywinnerspower.com/public/images/vblink.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/vblink.png	(from https://www.luckywinnerspower.com/)
03:52:04	4893/4893	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2008:37:09%20GMT	https://www.luckywinnerspower.com/public/images/cashapp.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/cashapp.png	(from https://www.luckywinnerspower.com/)
03:52:05	28803/28803	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2008:42:49%20GMT	https://www.luckywinnerspower.com/public/images/visa-card.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/visa-card.png	(from https://www.luckywinnerspower.com/)
03:52:05	19116/19116	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2008:42:46%20GMT	https://www.luckywinnerspower.com/public/images/master-card.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/master-card.png	(from https://www.luckywinnerspower.com/)
03:52:05	40978/40978	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2008:42:42%20GMT	https://www.luckywinnerspower.com/public/images/maestro-card.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/maestro-card.png	(from https://www.luckywinnerspower.com/)
03:52:06	42032/42032	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2008:42:32%20GMT	https://www.luckywinnerspower.com/public/images/apple-pay.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/apple-pay.png	(from https://www.luckywinnerspower.com/)
03:52:06	28658/28658	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2008:42:39%20GMT	https://www.luckywinnerspower.com/public/images/american-express.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/american-express.png	(from https://www.luckywinnerspower.com/)
03:52:06	8144/8144	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Jul%202024%2008:42:36%20GMT	https://www.luckywinnerspower.com/public/images/bitcoin.jpg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/bitcoin.jpg	(from https://www.luckywinnerspower.com/)
03:52:07	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:04%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721603660.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721603660.png	(from https://www.luckywinnerspower.com/)
03:52:07	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:05%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721603709.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721603709.png	(from https://www.luckywinnerspower.com/)
03:52:08	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:05%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721603769.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721603769.png	(from https://www.luckywinnerspower.com/)
03:52:09	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:06%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721603826.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721603826.png	(from https://www.luckywinnerspower.com/)
03:52:09	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:07%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721603865.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721603865.png	(from https://www.luckywinnerspower.com/)
03:52:10	20432998/20432998	---M--	200	added ('OK')	application/vnd.android.package-archive	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/Playjuwa.apk	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/Playjuwa.apk	(from https://www.luckywinnerspower.com/)
03:52:10	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:07%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721603932.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721603932.png	(from https://www.luckywinnerspower.com/)
03:52:11	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:08%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721603971.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721603971.png	(from https://www.luckywinnerspower.com/)
03:52:11	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:09%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721604024.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721604024.png	(from https://www.luckywinnerspower.com/)
03:52:12	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:09%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721604073.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721604073.png	(from https://www.luckywinnerspower.com/)
03:52:13	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:10%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721604126.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721604126.png	(from https://www.luckywinnerspower.com/)
03:52:13	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:11%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721604161.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721604161.png	(from https://www.luckywinnerspower.com/)
03:52:14	19992861/19992861	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jul%202024%2008:12:37%20GMT	https://www.luckywinnerspower.com/public/images/banner-2.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/banner-2.png	(from https://www.luckywinnerspower.com/)
03:52:14	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:11%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721604200.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721604200.png	(from https://www.luckywinnerspower.com/)
03:52:15	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:12%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721604240.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721604240.png	(from https://www.luckywinnerspower.com/)
03:52:15	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:13%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721604305.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721604305.png	(from https://www.luckywinnerspower.com/)
03:52:16	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:13%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721604475.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721604475.png	(from https://www.luckywinnerspower.com/)
03:52:17	6603/6603	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2027%20Jul%202024%2007:52:14%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721604511.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721604511.png	(from https://www.luckywinnerspower.com/)
03:52:35	191664/191664	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Jul%202024%2002:38:17%20GMT	https://www.luckywinnerspower.com/public/images/sliders/game_1721875097.jpeg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/sliders/game_1721875097.jpg	(from https://www.luckywinnerspower.com/)
03:52:36	32818/32818	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:52:33%20GMT	https://www.luckywinnerspower.com/forgot_password	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/forgot_password.html	(from https://www.luckywinnerspower.com/)
03:52:38	520714/520714	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-7f20a%22	https://code.jquery.com/ui/1.12.1/jquery-ui.js	C:/My%20Web%20Sites/Lucky2/Lucky2/code.jquery.com/ui/1.12.1/jquery-ui.js	(from https://www.luckywinnerspower.com/)
03:52:38	89392/89392	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/js/jquery-3.5.1.min.js	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/js/jquery-3.5.1.min.js	(from https://www.luckywinnerspower.com/)
03:52:39	78129/78129	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/js/bootstrap.bundle.min.js	(from https://www.luckywinnerspower.com/)
03:52:40	6231/6231	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/js/polyfill.js	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/js/polyfill.js	(from https://www.luckywinnerspower.com/)
03:52:40	58912/58912	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/js/moment.min.js	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/js/moment.min.js	(from https://www.luckywinnerspower.com/)
03:52:40	24464/24464	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/js/jquery.validate.min.js	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/js/jquery.validate.min.js	(from https://www.luckywinnerspower.com/)
03:52:40	22037/22037	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/js/additional-methods.min.js	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/js/additional-methods.min.js	(from https://www.luckywinnerspower.com/)
03:52:41	1807/1807	---M--	200	added ('OK')	application/javascript	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/js/main.js	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/js/main.js	(from https://www.luckywinnerspower.com/)
03:52:42	139404/139404	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/LineIcons.eot	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/LineIcons.eot	(from https://www.luckywinnerspower.com/css/lineicons.css)
03:52:42	62540/62540	---M--	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/LineIcons.woff2	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/LineIcons.html	(from https://www.luckywinnerspower.com/css/lineicons.css)
03:52:43	76428/76428	---M--	200	added ('OK')	application/font-woff	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/LineIcons.woff	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/LineIcons.woff	(from https://www.luckywinnerspower.com/css/lineicons.css)
03:52:44	139232/139232	---M--	200	added ('OK')	application/font-sfnt	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/LineIcons.ttf	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/LineIcons.ttf	(from https://www.luckywinnerspower.com/css/lineicons.css)
03:52:48	593511/593511	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/LineIcons.svg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/LineIcons.svg	(from https://www.luckywinnerspower.com/css/lineicons.css)
03:52:48	325244/325244	---M--	200	added ('OK')	text/html	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/materialdesignicons-webfont.woff2?v=5.9.55	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/materialdesignicons-webfont3e71.html	(from https://www.luckywinnerspower.com/css/materialdesignicons.min.css)
03:52:51	1026396/1026396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/materialdesignicons-webfont.eot?v=5.9.55	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/materialdesignicons-webfont3e71.eot	(from https://www.luckywinnerspower.com/css/materialdesignicons.min.css)
03:53:18	1026396/1026396	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/materialdesignicons-webfont.eot?	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/materialdesignicons-webfontd41d.eot	(from https://www.luckywinnerspower.com/css/materialdesignicons.min.css)
03:53:18	465188/465188	---M--	200	added ('OK')	application/font-woff	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/materialdesignicons-webfont.woff?v=5.9.55	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/materialdesignicons-webfont3e71.woff	(from https://www.luckywinnerspower.com/css/materialdesignicons.min.css)
03:53:20	1026176/1026176	---M--	200	added ('OK')	application/font-sfnt	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/fonts/materialdesignicons-webfont.ttf?v=5.9.55	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/fonts/materialdesignicons-webfont3e71.ttf	(from https://www.luckywinnerspower.com/css/materialdesignicons.min.css)
03:53:20	93479/93479	---M--	200	added ('OK')	image/jpeg	date:Mon,%2015%20Jul%202024%2006:57:19%20GMT	https://www.luckywinnerspower.com/images/bg-1.jpg	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/images/bg-1.jpg	(from https://www.luckywinnerspower.com/css/main.css)
03:53:21	45620/45620	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:53:18%20GMT	https://www.luckywinnerspower.com/do-not-have-bitcoin_detail/7	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/do-not-have-bitcoin_detail/7.html	(from https://www.luckywinnerspower.com/do-not-have-bitcoin)
03:53:21	3664/3664	---M--	200	added ('OK')	image/webp	date:Sat,%2020%20Jul%202024%2012:09:08%20GMT	https://www.luckywinnerspower.com/public/images/donthaves/game_1721477348.webp	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/donthaves/game_1721477348.webp	(from https://www.luckywinnerspower.com/do-not-have-bitcoin)
03:53:23	45371/45371	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:53:19%20GMT	https://www.luckywinnerspower.com/do-not-have-bitcoin_detail/8	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/do-not-have-bitcoin_detail/8.html	(from https://www.luckywinnerspower.com/do-not-have-bitcoin)
03:53:23	1936/1936	---M--	200	added ('OK')	image/webp	date:Sat,%2020%20Jul%202024%2012:08:51%20GMT	https://www.luckywinnerspower.com/public/images/donthaves/game_1721477331.webp	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/donthaves/game_1721477331.webp	(from https://www.luckywinnerspower.com/do-not-have-bitcoin)
03:53:24	43272/43272	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:53:21%20GMT	https://www.luckywinnerspower.com/do-not-have-bitcoin_detail/9	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/do-not-have-bitcoin_detail/9.html	(from https://www.luckywinnerspower.com/do-not-have-bitcoin)
03:53:24	2132/2132	---M--	200	added ('OK')	image/webp	date:Sat,%2020%20Jul%202024%2011:36:48%20GMT	https://www.luckywinnerspower.com/public/images/donthaves/game_1721475408.webp	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/donthaves/game_1721475408.webp	(from https://www.luckywinnerspower.com/do-not-have-bitcoin)
03:53:25	38632/38632	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:53:22%20GMT	https://www.luckywinnerspower.com/do-not-have-bitcoin_detail/10	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/do-not-have-bitcoin_detail/10.html	(from https://www.luckywinnerspower.com/do-not-have-bitcoin)
03:53:25	13898/13898	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Jul%202024%2011:40:17%20GMT	https://www.luckywinnerspower.com/public/images/donthaves/game_1721475617.png	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/public/images/donthaves/game_1721475617.png	(from https://www.luckywinnerspower.com/do-not-have-bitcoin)
03:53:26	36510/36510	---M-Z	200	added ('OK')	text/html	date:Sat,%2027%20Jul%202024%2007:53:23%20GMT	https://www.luckywinnerspower.com/do-not-have-bitcoin_detail/11	C:/My%20Web%20Sites/Lucky2/Lucky2/www.luckywinnerspower.com/do-not-have-bitcoin_detail/11.html	(from https://www.luckywinnerspower.com/do-not-have-bitcoin)
